,Text,Aspect Term,Sentiment,Polarity
3706,rabi daai laai here muskuraaunu plz sabai k0 agaadi .,muskuraaunu,FEEDBACK,0
3707,"samarthana haru jati pani and0lana maa bhitra ga k0 chhana sampurna laai turuntai rihaai garna maaga garnu parchha , , , .",maaga garnu parchha,FEEDBACK,0
3708,aba y0 desa tapaai le chalaaunu parchha .,chalaaunu parchha,FEEDBACK,0
3709,raaja gaddi pahiryaauna abera nagaraum .,abera nagaraum,FEEDBACK,0
3710,rabi daai aba sabai bhandaa pahilaa ty0 kis0ra srestha bhanne kukura laai nanaaunu pary0 .,nanaaunu pary0,FEEDBACK,1
3711,tiniharusana sacheta rahanu haaelaa meraae hajuralaai jaanakaari maatra haae malaai sikaaune bhanera du kha namaannuhaaelaa .,namaannuhaaelaa,FEEDBACK,0
3712,aba haamr0 rabi daadaa laai pradhaanamantri banaauna parchha haii saathi haru .,banaauna parchha,FEEDBACK,0
3713,"rawi laamichhaane , ramesa prasaaim , apila tripaathi sahitakaae janataa laai maanya hune nayaan paarti khaaelnuparayaae .",khaaelnuparayaae,FEEDBACK,0
3714,badhaai k0 saatha maa asmitaa naani laai pani b0laaunu bhae k0 bhae raamr0 thiy0 y0 presamita maa .,raamr0 thiy0,FEEDBACK,0
3715,aba desa samaridhdi banaaune rabi k0 haata maa chha mer0 chaahaanaa chaadai pradhaanamantri bhaera 2०46 saala dekhi k0 bhrasta netaa dekhi karmachaari sabai laai jela haalnu parchha .,jela haalnu parchha,FEEDBACK,1
3716,rabi sara laai aba janataa le pradhaanamantri banaunu parchha !,banaunu parchha,FEEDBACK,0
3717,"rawi ji k0 yast0 adhbhuta ksamataa , daksataa k0 sa sammmaana garnu parchha ajha b0lnai saili waa !",sammmaana garnu parchha,FEEDBACK,0
3718,jahaan samma laagchha jantaa le chaay0 bhane jantaa k0 bhaawanaa bujera eu taa sachchaa desa k0 pradhaana mantri hunai parchha rabi sara hajura laai 3kar0dau jantaa k0 samarthaka hune chha .,hunai parchha,FEEDBACK,0
3719,patrakaara bhaesi jast0 abasthaa maa satyatathya kuraa dekhaauna saknu parchha .,saknu parchha,FEEDBACK,0
3720,aba tapaaim aaunu paryaae raajaniti maa .,aaunu paryaae,FEEDBACK,0
3721,jaya rabi jaya nayaaॅ nepaala hunechha rabi daaju laai haami 3 kar0da jantaa haru le pradhaanamantri banaaunapachha rabi daaju laai ma jastai didi baini ra daaju bhaii le bidesi bhumu maa pasinaa p0khaauna panechhaina bhane asachha jaya rabi daaju .,banaaunapachha,FEEDBACK,0
3722,rabi ji chitawana k0 laakhau janataa haru laai life bhemti samb0dhana garanusa .,samb0dhana garanusa,FEEDBACK,0
3723,rabi ji pradhaana mumtri hunai parchha .,hunai parchha,FEEDBACK,0
3724,"aadarsa naagarikakaae pratimurti jastai baaeli , bichaara , karma gari rahanu , janataakaae saatha hamesaa rahi rahane chha .",gari rahanu,FEEDBACK,0
3725,ani janataa laai chai samb0dhana garnu bhaena rabi sara janataa laai samb0dhana sahita ghaaite tathaa bandi bhae kaa laai sameta bhetnu nai h0laa .,bhetnu nai h0laa,FEEDBACK,0
3726,haamr0 jhandaa kahile pani najhuk0sa rabi ji .,najhuk0sa,FEEDBACK,0
3727,prachanda laai bhitte raastrapati banaae jast0 rawi laai hallaa k0 pradhaanamantri banaaunu humdaina .,banaaunu humdaina,FEEDBACK,0
3728,"rawi le aphn0 thaaun baata die k0 y0gadaana le ty0 thaaum maa abasya pur‍yaaunchha , ahile nai rawi laai jawarajasti raajaniti maa taannu hundaina .",taannu hundaina,FEEDBACK,0
3729,rabi daai aud0 chunaawa maa nayaan paathi kh0llusa tapaaim 1००% jitnu hunchha tapaaim laai desa k0 pradhaanamantri banaaune dherai chaahaanaa chha .,kh0llusa,FEEDBACK,0
3730,rabi sara aba raajaniti maa laagera chunaawa maa uthanu h0sa hajura laai jitaaune kaama haami yuwaa k0 h0 ani herau kasa le r0kchha pradhaanamantri bannaa laai .,uthanu h0sa,FEEDBACK,0
3731,aba hajura pratrakaara haina desa k0 mantri bannu parchha .,bannu parchha,FEEDBACK,0
3732,indiyaa dalaala dhamalaa laai pani kaarbaahi gara .,kaarbaahi gara,FEEDBACK,1
3733,sadai yastai raamaa्e kaamagarnu hai risiji .,raamaa्e kaamagarnu hai,FEEDBACK,0
3734,rabi daailaai jasarini rihaai garnu parchha .,rihaai garnu parchha,FEEDBACK,0
3735,jahi le satya k0 jita hunchha jaya rabi✋✋ prasta s0dhapuchha garidinu h0la plz .,s0dhapuchha garidinu h0la,FEEDBACK,0
3736,"aphn0 kaama garnusa , nirnaya nasunaaunusa !",kaama garnusa,FEEDBACK,0
3737,sabai janataa le meghaa aand0lana gari rawi laamichhaane daai laai paapi haru k0 kh0ra baata baahira nikaalau samaya yahi h0 .,baahira nikaalau,FEEDBACK,0
3738,risi dhamalaa le y0 paarti gata ra swaarthi patrakaaritaa chh0ddiya hunchha .,chh0ddiya hunchha,FEEDBACK,0
3739,chitawana prasaasana h0tala kangaaru k0 maalika laai samaatera anusandhaana gara 1 jhat kaa karenta lagaaera hera dudha k0 dudha paani k0 paani chhuttinchha sabai 0kalnechha .,anusandhaana gara,FEEDBACK,0
3740,h0 ma chhu rabi sara k0 samarthana maa jaya rabi sara rabi sara rihaa hunuparchha .,rihaa hunuparchha,FEEDBACK,0
3741,b0lna ta sika dhamalaa .,b0lna ta sika,FEEDBACK,0
3742,"daॉ , saaheba , lebhala anusaara k0 maanachhe saga basera anarawaataa dinuh0laa sujhaaba maatara .",dinuh0laa,FEEDBACK,0
3743,"risi dhamala k0 ghaati maa taai dekhdaa , taai k0 artha kelaagchha bhanera s0danu pary0 patrakaara jyu .",s0danu pary0,FEEDBACK,0
3744,patrakaara ra patrakaaritaa le nepaali samaaja k0 rupaantarana garna sakchha tara yes maa imaandaaritaa chaahinchha .,chaahinchha,FEEDBACK,0
3745,janataa maa gaera sarbhe garneh0 bhane risi ta 0. 0% patrakaara maa parchhana tara saksama naagarika sana maatra sarbe garnuparchha .,sarbe garnuparchha,FEEDBACK,0
3746,yasa laai patrakaari pesaa baata barkhaasta garnuparchha .,barkhaasta garnuparchha,FEEDBACK,1
3747,bahsa maatra garera ke phaidaa risi ji rijalata kh0i .,rijalata kh0i,FEEDBACK,1
3748,saathi h0 y0 risi k0 interview kasai le naherau y0 ahile k0 pradhaanamantri k0 jh0le h0 .,naherau,FEEDBACK,0
3749,pradhaanamantri chahi yast0 yaksana line khaal k0 hunuparne nepaala maa !,hunuparne,FEEDBACK,0
3750,sabai patrakaara haru le saaedhne tarikaa maa alika Respect garera saaedhnu paryaae !,saaedhnu paryaae,FEEDBACK,0
3751,bichalita haru k0 atmaa maa dherai ch0ta pare k0 rahechha itahari k0 miyara k0 kaanuna prati tini haru laai kaarbahi garnu parchha badhaai chha miyara sara .,kaarbahi garnu parchha,FEEDBACK,0
3752,meyara jyu yast0 patrakaara laai ta naaka k0 daari maatra haina tyasa k0 ty0 jataa bhaabi lekhne haata pani kaatnu parchha salaama chha hajura laai desa k0 dhamiraa haru laai nasta garna parchha aba jana phesalaa huna aika dama jaruri chha.. ... .. !,nasta garna parchha,FEEDBACK,0
3753,bhrastaachaara k0 k0 bir0dha garnu parchha .,bir0dha garnu parchha,FEEDBACK,0
3754,"kurai nabuji meyara birudda nab0lau saathi haru rawi laamichhaane pani thika chhan meyara p0ni 1०1%thika chhan haami gaau le k0 bhaasaa yastai h0 , kasailaai apatti bhaya adaalata jaadaa hunchha , .",nab0lau,FEEDBACK,0
3755,"kurai nabuji meyara birudda nab0lau saathi haru rawi laamichhaane pani thika chhan meyara p0ni 1०1%thika chhan haami gaau le k0 bhaasaa yastai h0 , kasailaai apatti bhaya adaalata jaadaa hunchha , .",jaadaa hunchha,FEEDBACK,0
3756,dwaarikaalaala chaudhari meyara saaba dhakamagaaunu hudaina haami tapaai k0 saatha chhau tapaaim alikati pani hat0tsaahita hunu hudaina y0 haamr0 sujhaaba chha .,dhakamagaaunu hudaina,FEEDBACK,0
3757,dwaarikaalaala chaudhari meyara saaba dhakamagaaunu hudaina haami tapaai k0 saatha chhau tapaaim alikati pani hat0tsaahita hunu hudaina y0 haamr0 sujhaaba chha .,hat0tsaahita hunu hudaina,FEEDBACK,0
3758,pita patrakaaritaa k0 saphaai swumyama raamraa patrakaara haru le nai garnu parchha .,garnu parchha,FEEDBACK,0
3759,rabi sara k0 phyaana ma pani h0 tara ahile k0 meyara chaudhari jast0 netaa haamr0 desa maa hunu parchha ️ .,hunu parchha,FEEDBACK,0
3760,meyara dwaarikaa laala chaudhari jyu k0 jibani bhaabi pustaa le padhna paaunu parchha bhanne jati le mer0 p0sta maa laaika garumata .,paaunu parchha,FEEDBACK,0
3761,jh0le paartigata patrukaara ra bhrastaachaari laai chaahi kaarbaahi hunuparchha .,kaarbaahi hunuparchha,FEEDBACK,0
3762,bhrastaachaara k0 antya garnuparchha bhanne meyaraji k0 saatha maa hune haru le yataa haajira garamata ️ ️ .,antya garnuparchha,FEEDBACK,0
3763,meyara sayeba k0 kaathamaadaum maa khaach0 chha. kaathamaadaum samhaalnu aunu paar‍y0 .,aunu paar‍y0,FEEDBACK,0
3764,bhrastachaari ra ghusakh0ri laai kaanuna k0 daayaraa maa liera raama dhulaai gardaa kas0 h0laa meyara jyu .,kas0 h0laa,FEEDBACK,1
3765,nidara hunus salaama chha tapaaim jast0 raamr0 s0cha bhaya k0 netaa paaudaina .,nidara hunus,FEEDBACK,0
3766,katti pani bichalita nahunu hai .,bichalita nahunu hai,FEEDBACK,0
3767,kaal0 k0ta laaune bhaai le sahi kuraa bhannubhaachha sabai le bujhnuparchha .,bujhnuparchha,FEEDBACK,0
3768,la abata waakka bhay0 desa k0 kaachuli phernu pary0 rabi ji laai pradhaana mantri banaaera desa wikaasa garnu parchha .,kaachuli phernu pary0,FEEDBACK,0
3769,rabi jindabaata bh0li k0 dina maa pheri daayaan baayaan naraamr0 jaata bhaata maa pharaka naawasa hai rabi sara aja jati tapaai k0 sap0ta gare pheri naraamr0 bh0 bhane haami yestai ta h0 ni br0 hunchha ni jye rabi sara .,naawasa hai,FEEDBACK,0
3770,aba rabi sara laai nepaala sarakaara le suraksaa dinu pary0 .,suraksaa dinu pary0,FEEDBACK,0
3771,desa le kh0je k0 jantaa le r0je k0 rabi dekhaaunuh0sa y0 desalaai aphn0 chhabi .,dekhaaunuh0sa,FEEDBACK,0
3772,"100% satye kuraa h0 , aba desa k0 pradhaanamantri rabi laamichhaane gunu parchha , i budhaa yamaraaja k0 amsa chhaina desa maa , .",gunu parchha,FEEDBACK,0
3773,"rawi sara ark0 chunaawa maa ladanu parchha ra haami sabai milera rawi sara laai pradhaana mantri banaaunu parchha bhanne k0 k0 chhau , .",chunaawa maa ladanu parchha,FEEDBACK,0
3774,"rawi sara ark0 chunaawa maa ladanu parchha ra haami sabai milera rawi sara laai pradhaana mantri banaaunu parchha bhanne k0 k0 chhau , .",banaaunu parchha,FEEDBACK,0
3775,panchebaajaa raastriya dhuna bajaaidinu bhaya k0 bhaya kati raamr0 huni thiy0 .,huni thiy0,FEEDBACK,0
3776,dherai dherai badhaai chha rawi sara tapaai laai aba jhana ada़iga ani ja़immewaara bhaera kaaryakrama laai agada़i bada़aunu h0laa .,bada़aunu h0laa,FEEDBACK,0
3777,badhaai chha daai khusi laagiy0 ay0jaka tima laai aba yubaa laai chhaannu parchha .,chhaannu parchha,FEEDBACK,0
3778,yuwaa le desa chalaaunu parchha aba nepaala maa yuwaakaae saattikaae khaach0 chha aba ajhai agaadi badhaaunuparchha aba nepaala maa .,badhaaunuparchha,FEEDBACK,0
3779,"s0chne kur0 h0ina sidai pradhaanamantri maa jaanuparchha aba , sabai r0jaai hajura pradhaanamantri hunu h0 , , .",jaanuparchha,FEEDBACK,0
3780,aba sidhaakuraa kaaryakrama haina rawi daaju desa chalaaunu parchha hajura le .,chalaaunu parchha,FEEDBACK,0
3781,y0 bhaai le bhane k0 ekadama sahi h0 y0 desa aba yuwaanetaa chalaaunu parchha .,chalaaunu parchha,FEEDBACK,0
3782,aba desa yuwaa haru le haanknu pardachha .,haanknu pardachha,FEEDBACK,0
3783,jaya rawi daai desa bikaasa maa nepaali janataa laai sadhai saatha dinusa hai .,dinusa hai,FEEDBACK,0
3784,juna ahile kharcha garera b0ta biruwaa lagaa k0 chha yasa laai samraksana garau !,garau,FEEDBACK,0
3785,china kaa president baata kehi sekne ki 0li jyu .,sekne ki,FEEDBACK,0
3786,yast0 suraksaa nepaali cheli laai pani dinu parchha hai ?,dinu parchha,FEEDBACK,0
3787,satya samaachaara herne haae bhane yutyuwa midiyaa nai hernu parchha .,hernu parchha,FEEDBACK,0
3788,paahunaa k0 swaagata bhabya rupa maa garau jaya nepaala .,garau,FEEDBACK,0
3789,be care hai kepi baa 🤪🤪🤪 .,be care,FEEDBACK,0
3790,eka dina maatra h0ina sadhaim nepaala estai hunuparchha .,hunuparchha,FEEDBACK,0
3791,Ktmbaasi y0 baat0 chheu k0 ( phula ) nach0ranu h0 laa .,nach0ranu h0 laa,FEEDBACK,0
3792,"y0 saphaai laai niranatarataa dina haami bhed0 , ph0ri nepaali pani 1 huna parachha .",huna parachha,FEEDBACK,0
3793,paaunaa k0 raamr0 swaagata garanu h0laa .,garanu h0laa,FEEDBACK,0
3794,nepaala le aba kehi pragati gar0sa .,gar0sa,FEEDBACK,0
3795,kaangresa kaa parajiwi laai thika paarnu .,thika paarnu,FEEDBACK,0
3796,eka arkaa k0 saatha ra sap0rta binaa raastra maa amana chayana praapta huna saktaina tyasakaarana aphn0 paal0 maa aru baata sap0rta line ra aru k0 paal0 maa pani aphu le sap0rta garne baani k0 wikaasa garaum yasaimai kalyaana chha| sabai k0 jaya h0s .,wikaasa garaum,FEEDBACK,0
3797,"gagana thaapaa jyu namaskaara , aba y0 desa k0 janataa k0 ragata taatie k0 chha mutu tharkie k0 chha saahi maathi kaae aakramana le gardaa janataa k0 mana charkie k0 chha , tyasaile janataalaai saantwanaa didai abaaja uthaaunuh0s .",abaaja uthaaunuh0s,FEEDBACK,0
3798,kaanuna kadaa nai huna parchha !,huna parchha,FEEDBACK,0
3799,baru desa ban0sa kaanuna chai kadaa huna parchha !,huna parchha,FEEDBACK,0
3800,jahi le pani janataa k0 awaaja b0lne k0sisa garnuh0laa dhanyawaada !,k0sisa garnuh0laa,FEEDBACK,0
3801,gagana ji pahilaa kaangresa sudhaarera dekhaaunusa ani bhaasana sabai laai gapha dina aauchha !,sudhaarera dekhaaunusa,FEEDBACK,0
3802,phalaama taate belaa maa saaija maa lyaaune kaama garnusa .,garnusa,FEEDBACK,0
3803,wiweka pray0ga gara bhaai .,pray0ga gara,FEEDBACK,0
3804,netaa jyu hajura k0 b0li ra bichaara jastai bebaahaara h0s .,bebaahaara h0s,FEEDBACK,0
3805,gagana thaapaa nepaali janataa k0 asaa bhar0saa bhae k0 eka maatra netaa sadaka maa aunu pary0 nepaali kaangresa ra y0 bhrastaachaari dalaala sarakaara laai dhaalnu parchha .,sadaka maa aunu pary0,FEEDBACK,1
3806,gagana thaapaa nepaali janataa k0 asaa bhar0saa bhae k0 eka maatra netaa sadaka maa aunu pary0 nepaali kaangresa ra y0 bhrastaachaari dalaala sarakaara laai dhaalnu parchha .,dhaalnu parchha,FEEDBACK,1
3807,y0 kaangresa bhastchaara garne h0 ch0ra h0 bhanera ra kamyunista balatkaara hatyaaraa bhanera yastaa kukura haru laai bh0ta diera kehi hudaina aba haami le sabai sacheta bhai sake k0 chhau ra hunu parchha y0 ch0ra haru laai patyasaapa garnu parchha .,patyasaapa garnu parchha,FEEDBACK,1
3808,aba nayaan yuwaa k0 paati kh0lera agaami dina maa desa chalaauna parchha rabi daai jnaanedra daai apila daai lelina daai jastaa laai bh0ta dine h0 aba .,chalaauna parchha,FEEDBACK,0
3809,ma laai ta y0 maawabaadi manai pardaina tara gagana le gare k0 kuraa thika chha aba y0 sarakaara dhaalnu parchha .,dhaalnu parchha,FEEDBACK,1
3810,gagana sara aba taatinu pary0 .,taatinu pary0,FEEDBACK,0
3811,G00d sabai milyara gyaanendra saahi laai supp0rt garaum .,supp0rt garaum,FEEDBACK,0
3812,ghara gayara baakhraa k0 hera bichaara gara yataa nab0ldaa pani hunchha .,hera bichaara gara,FEEDBACK,1
3813,gagana thaapaa sabai bhandaa pahilaa mer0 jaya nepaala tapaaim eu taa bhara pardaae ra yuwaa netaa haae aasaa kaae diyaae haae tyasaile meraae sujaabha tapaai laai bhrastaachaara ra bethiti baare maa khulera baaelnusa jaae sukai haaesa tyasa maa sere bhaeni kaarabaaikaae maaga garnusa taba aaune chha pahilaae paati kaagresa .,baaelnusa,FEEDBACK,0
3814,gagana thaapaa sabai bhandaa pahilaa mer0 jaya nepaala tapaaim eu taa bhara pardaae ra yuwaa netaa haae aasaa kaae diyaae haae tyasaile meraae sujaabha tapaai laai bhrastaachaara ra bethiti baare maa khulera baaelnusa jaae sukai haaesa tyasa maa sere bhaeni kaarabaaikaae maaga garnusa taba aaune chha pahilaae paati kaagresa .,maaga garnusa,FEEDBACK,0
3815,kamyunista haru muktta nepaala banaauna paryaae .,banaauna paryaae,FEEDBACK,1
3816,raamr0 kaama laai samarthana ra naraamr0 kaamalaai gh0ra bir0dha garnu pary0 ni .,garnu pary0,FEEDBACK,0
3817,salaama chha gagana thaapaa jyu yasari nai raamr0 kaama gardai jaanusa .,gardai jaanusa,FEEDBACK,0
3818,aba sabai sumyamita huna abasyaka chha .,abasyaka chha,FEEDBACK,0
3819,jnaanendra saahi k0 samarthana maa desa byaapi and0lana garnu parchha .,and0lana garnu parchha,FEEDBACK,1
3820,nepaala k0 netaa bhane k0 gagana daai maatrai h0 aru ta saba ch0ra h0 y0 kuraa maa kasai laai sumkaalagchha bhane masaga bahasa garna sujaaba dinchhu .,sujaaba dinchhu,FEEDBACK,0
3821,mana parne le malaai nayaa saathi bandinu bhanera agraha garchhu .,agraha garchhu,FEEDBACK,0
3822,mahaaraani ji le majaaka garnu hudaina thy0 kasai k0 kamj0ri maa .,majaaka garnu hudaina,FEEDBACK,0
3823,je bhaeni yast0 bhannu raastrapati k0 galata h0 .,galata h0,FEEDBACK,0
3824,"sera bahaadura baaje , tapaai aba sanyaasi hunu raajaniti baata !",sanyaasi hunu,FEEDBACK,0
3825,hell0 mahaaraani ji tina kar0da k0 helikaptara kinnu bhandaa kaana k0 upachaara garaaunuh0s .,upachaara garaaunuh0s,FEEDBACK,0
3826,kasai k0 apaanga taa laai udaaunu bhane k0 apamaana h0 raastrapati laai pani aphn0 pad k0 hek kaa hunuparchha .,hek kaa hunuparchha,FEEDBACK,0
3827,"amaa bhayapachhi aphn0 chh0raa chh0ri .. b0lna , dekhna , sunna nasakne bhayapani mana k0 kuraa bujhnu parchha .",kuraa bujhnu parchha,FEEDBACK,0
3828,raastrapati le majaaga gare k0 suhaaundaina saanasada hata maa .,suhaaundaina,FEEDBACK,1
3829,raastrapati bhane k0 raastra pramukha h0 ra raastrapramukha le l0katantra maa b0li bujhina bhanna paainchha awasyapani tara yasari haasi haasi khilli udaauna mildaina kasai k0 speech disability laai liera .,khilli udaauna mildaina,FEEDBACK,0
3830,paartigata wyawahaara raastrapati le dekhaauna ta bhaena .,dekhaauna ta bhaena,FEEDBACK,0
3831,uhaan le hala bhitra spasta rupa le b0li bujhine s0und k0 byabasthaapana milaauna sumy0jaka haru laai agraha garnu bhae k0 chha .,agraha garnu bhae k0 chha,FEEDBACK,0
3832,kunai pani wisaya sarakaara waa raastrapati wiruddha aphawaaha phailaaune dhumga le samaachaara nabanaauna y0utube waalaa haru laai sacheta garaauna chahaanchhu .,sacheta,FEEDBACK,0
3833,yati dherai nagare k0 bhae hune haae raastapati jast0 maanchhe le sabai laai baraabara hernu parchha .,baraabara hernu parchha,FEEDBACK,0
3834,"ramesa prasaaim kaathamaandau ai sake k0 chha , y0 dila nisaani magara ra ramesa prasaaim tebula maa raakhnusa hai patrakaara saathi haru , ramesa le dila laai bhute k0 herne mana chha .",raakhnusa hai,FEEDBACK,0
3835,dila nisaani ji tapaaim pani yastaa bhaasana th0kera janataa haru laai kati bhrama ma paarnu hunchha h0tela k0 saahu laai chh0tera nird0sa rawi daai laai phasaaune chaala gare k0 chhana h0tela k0 saahu laai anusandhaana garnu pary0 .,garnu pary0,FEEDBACK,0
3836,patrakaara jyu 2 / 4 barsa adhyaapana garera aaya raamr0 hunthy0 .,raamr0 hunthy0,FEEDBACK,0
3837,"y0 chikne patrakaara wihaari parechha ki kas0 muji nepaala k0 baare maa prasana ganuni ke nepaala desa indiyaa k0 kunai steta h0ra surendra kesisaga prasana ganu yaara achma ajhai 5 , 7baseॅ padera au patrakaara bhaai .",padera au,FEEDBACK,0
3838,sara kamasekama sraddhaanjali ta din0sa .,din0sa,FEEDBACK,0
3839,"patrakaara jyu , kunai t0pic maa prasna garnu aghi alika research garen raamr0 hunechha .",raamr0 hunechha,FEEDBACK,0
3840,prasna maa saili milaauna nasakdaa gaali kati paainchha bhanera herna yaae bhidiyaaekaae kamenta maa patrakaara laai gaali barsekaae hernuhaaelaa .,hernuhaaelaa,FEEDBACK,0
3841,y0 khaate patrakaara k0 prasana kast0 laam0 maa. .. chi saale thuka khaate ter0 buddhi alika sikera b0lnuparchha .,b0lnuparchha,FEEDBACK,0
3842,ter0 alika daa surendra sana kur0 garne belaa bhae k0 chhaina .,belaa bhae k0 chhaina,FEEDBACK,1
3843,kesi pani jilla pare barai kahaa k0 prasna kahaan lagera s0dchha ke patrakaara ali prasna s0dhapuchha garna sikna pary0 .,sikna pary0,FEEDBACK,0
3844,patraaritaa ra antarwaartaa sambandha maa jnaana haasila gara .,haasila gara,FEEDBACK,0
3845,2 / 4 barsa adhyana garera audaa raamr0 .,garera audaa,FEEDBACK,0
3846,nepaala k0 baare maa prasna gara !,prasna gara,FEEDBACK,0
3847,rabindraa le y0 bhrastaachaara kaanda pahilaa nai pardaa phaasa garnu parni .,garnu parni,FEEDBACK,0
3848,"rabindra daai laai raajanitijna haru le maare k0 mahasusa bhaya k0 chha janataa laai kadaai kaa saatha chhaanabina h0sa , , , .",chhaanabina h0sa,FEEDBACK,0
3849,"sarakaara le kast0 mausama maa plena udaaunu parchha bhanne bujhera maatra plena udaaune ijaajata dinu parne , aba yastaa niyama pani banaaunu pary0 .",banaaunu pary0,FEEDBACK,0
3850,hunata yasa le kunai maaine raakhdaina tara pani maanabataa bhanne kehi kuraa pani hunchha bhanne chaahin bhulnu hudaina ... .. .,bhulnu hudaina,FEEDBACK,0
3851,interview bujhera line garum haiii .,garum haiii,FEEDBACK,0
3852,ghatnaa piy0ra ghate k0 chha s0ema sabhaamukha le aphn0 galti mahasusa gare k0 chha punya gautama samarthana nagara .,samarthana nagara,FEEDBACK,1
3853,sagara sara punya laai dui chaara jhaapada lagaaidinu parne thiy0 haawaa taala maa b0lchha yaara punya .,jhaapada lagaaidinu parne,FEEDBACK,0
3854,punya ji tapaai antarabaartaa nadiya hunchha tapaaim le k0 kuraa ghina laagd0 ra arthahina chha j0 public c0mment le pr00ved garchha .,nadiya hunchha,FEEDBACK,1
3855,tapaaim kuwaa maa dubera mare hunchha .,dubera mare hunchha,VIOLENCE,1
3856,balaatkaari laai kh0ra maa k0chnu parchha jas le je bhane ni ✊✊✊✊✊ .,k0chnu parchha,FEEDBACK,0
3857,aphn0 paati bachaauna aru laai ar0pa nalagaau ... dhanyawaada .,ar0pa nalagaau,FEEDBACK,0
3858,baulaahaa jast0 att0 na patt0 chichyaaunu bhandaa satya tathya k0 paksa maa ubhinu raamr0 .,ubhinu raamr0,FEEDBACK,0
3859,punya ji hajura galata hunuhunchha hai y0 kesa maa dherai nab0lnusa .,nab0lnusa,FEEDBACK,1
3860,dui tihaai kaae sarakaara bhanera kamnista naalaayaka sarakaara le phurti nalagaaya hunchha .,phurti nalagaaya hunchha,FEEDBACK,0
3861,y0 saalaa kukura punnau laai laata haanera auta garnu parchha kukura balatakaari yai h0 .,auta garnu parchha,FEEDBACK,0
3862,rabi sara hajura le himmata nahaarnuh0sa tapaai le himmata haare haami gariba janataa besaahaaraa hunchhau .,himmata nahaarnuh0sa,FEEDBACK,0
3863,kasama khaayara bhanchhu dherai bhandai aya k0 pani chhu aba haami jast0 yuwaa aba raajaniti maa h0ina rabi k0 sap0rta maa laagnu parchha kuraa mana pare laaika garau hai .,laagnu parchha,FEEDBACK,0
3864,rawi sara y0 kesalaai ekadama kadaaisanaga phal0 garna anur0dha gardachhu .,anur0dha gardachhu,FEEDBACK,0
3865,y0 balaatkaari dh0ti laai nai pahil0 phaamsi diera balaatkaari haru laai phaamsi k0 sajaaya hune kaanuna banaauna pary0 !,kaanuna banaauna pary0,FEEDBACK,1
3866,suruwaata yahi dh0ti baata garaum .,garaum,FEEDBACK,0
3867,bidhyaa debi bhandaari laai raastrapati pada baata turunta hataaiy0sa y0 m0jamasti garne raastrapati k0 ke kaama janataalaai rina k0 bhaara maatrai .,hataaiy0sa,FEEDBACK,1
3868,uhaa kaae haaaisalaa kaae laagi saatha ra samarthana garaaai .,saatha ra samarthana garaaai,FEEDBACK,0
3869,sadhai hajura k0 saatha maa hunechhaum sadaa nidara rahanuh0laa ... desa k0 uchcha taha maa pm bhae k0 herna chaahaanchhu .,nidara rahanuh0laa,FEEDBACK,0
3870,"satyalaai jitera jas le baat0 kaatchha tes k0 haami khuttaa kaatchhau tapaaim satya k0 baat0 maa lamkirahanu h0laa rabi sara mer0 samarthana chha , .",lamkirahanu h0laa,FEEDBACK,0
3871,biplapa daai laaliguraasa sahakaari sumgai 2 / 4 janaa udaaidau timr0 bhal0 hunchha .,udaaidau,FEEDBACK,1
3872,kaaryakrama herdai kamenta padhdai kamenta garne jati etaa laaika garama ani ma laai saathi banaaunu la .,banaaunu la,FEEDBACK,0
3873,widesa baata herane k0 k0 hunu hunchha saathi haru mer0 chenala maa pani j0dinu h0laa saathi haru .,j0dinu h0laa,FEEDBACK,0
3874,rabi daai laai maayaa garne jati yataa uhaan k0 kaarya laai summaana swarupa eka laaika garaum hai saathi haru .,garaum hai,FEEDBACK,0
3875,nepaala sarakaara le rabi sara laai suraksaa dinu parchha .,suraksaa dinu parchha,FEEDBACK,0
3876,"rabi laai thegaana laauchhu , eka mineta mai sidhyaauna sakchhu bhanne presa kaaunsila kaa adhyaksa kis0ra srestha laai sarakaara k0 gambhira dhyaanaakarsana h0sa !",dhyaanaakarsana h0sa,FEEDBACK,0
3877,raastra kai gahanaa maathi yatr0 anyaaya haita laaliguraasa laai kadaa kaarabaahi k0 maaga garau saathi haru .,maaga garau,FEEDBACK,0
3878,rawi laai phasaauna laai kis0ra srestha le ajha ke ke kuraa maa phasaaune y0janaa banaaundai h0laa saawadhaana rawi sara .,saawadhaana,FEEDBACK,0
3879,kaaryakrama k0 samaya simaa saarai chh0t0 bhay0 hajura ali laam0 banaaunu pary0 .,banaaunu pary0,FEEDBACK,0
3880,rabi sara yadi milchha bhane DR bhimaarjuna aachaarya laai lyaaunusa na .,lyaaunusa na,FEEDBACK,0
3881,rawi sara tapaai k0 bhaairasa dusmana baata saawadhaana rahanuh0s .,saawadhaana rahanuh0s,FEEDBACK,0
3882,0raali laage k0 hanaina k0 chaala bh0 baachunjela samma pani mare kai haala bh0 chhala gar‍y0 maayaa le chhala gar‍y0 maayaa le - y0 gaanaa ma laai ati mana parchha raama karisna dhakaala daaju pidita dekhiy0 nyaaya dilaai dinu h0laa hai rabi daaju .,nyaaya dilaai dinu h0laa,FEEDBACK,0
3883,jaya rabi jaya nepaali janataa rabi daai kaa phena jati subscribe garnu h0laa ❤️ .,subscribe garnu h0laa,FEEDBACK,0
